Country Name,Country Code,Series Name,Series Code,1990 [YR1990],2000 [YR2000],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015]
India,IND,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,8.307227971,13.66406087,24.22831779,24.44529807,28.66823998,25.42733671,26.33802469,30.74672165,31.11994425,28.12107832,25.96430778,..
India,IND,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,24.90879093,24.11474684,35.87168745,38.03418563,35.52540406,36.29696362,36.5284267,38.93602952,36.29740003,32.52107906,31.38139534,..
India,IND,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,12.21178547,11.50172392,13.19252144,14.18356319,12.49703579,11.2238556,12.93011555,11.3959883,12.54365535,..,..,..
India,IND,Cash surplus/deficit (% of GDP),GC.BAL.CASH.GD.ZS,-3.32797467,-3.7446277,-2.242900949,-0.470615169,-4.870211848,-5.418699435,-3.41365739,-3.008635113,-3.805711443,..,..,..
India,IND,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,49.97289821,51.1869875,60.87489157,60.81011987,67.67390756,70.14958505,71.94498168,75.32097279,76.83542616,77.15084126,74.79354139,..
India,IND,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,9.821354947,8.658303405,11.02548133,11.89365043,10.75117613,9.640994667,10.18833934,8.979517267,10.78848388,..,..,..
India,IND,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,3.146214695,2.948929883,2.526808707,2.342633967,2.550193542,2.893497172,2.70746606,2.622771642,2.526034916,2.44837934,2.410587365,..
India,IND,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0,0.343205051,14.52388234,20.1553755,29.53103968,44.12009108,62.39006487,73.19803895,69.92238977,70.78318167,74.48376991,..
India,IND,Internet users (per 100 people),IT.NET.USER.P2,0,0.52753245,2.805499865,3.95,4.38,5.12,7.5,10.07,12.58006091,15.1,18,..
India,IND,Overall level of statistical capacity (scale 0 - 100),IQ.SCI.OVRL,..,..,80,78.88888889,80,75.55555556,81.11111111,76.66666667,75.55555556,73.33333333,81.11111111,..
India,IND,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,12.72136573,19.7020977,31.63127126,30.63927943,42.14206642,30.91546206,33.74879008,41.79983387,42.93754978,41.90805097,37.63078997,..
India,IND,Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,85.81560284,100,110.7771733,114.169544,117.2368686,131.6677273,132.5432946,127.6099214,127.7379153,131.0888574,..,..
India,IND,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,85661435000,1.0113E+11,1.59526E+11,2.04058E+11,2.27114E+11,2.56312E+11,2.91651E+11,3.36845E+11,3.95071E+11,4.27562E+11,..,..
India,IND,Net migration,SM.POP.NETM,..,..,..,-2978380,..,..,..,..,-2294049,..,..,..
India,IND,"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,2383739990,12883465820,28333642280,37216755275,49977276916,49203912009,53479960083,62499075445,68820517838,69970360847,70388642797,..
India,IND,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,236690000,3584217307,20029119267,25227740887,43406277076,35581372930,27396885034,36498654598,23995685014,28153031270,34410758384,..
India,IND,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,1398930000,1372840000,1384300000,1390500000,2117070000,2500390000,2806360000,3228250000,1667630000,2435680000,..,..
India,IND,Access to electricity (% of population),EG.ELC.ACCS.ZS,50.9,62.3,..,..,..,..,75,..,78.7,..,..,..
India,IND,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,38.7,48.4,..,..,..,..,66.9,..,69.6546,..,..,..
India,IND,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,86.45511802,98.64035855,..,..,..,..,93.08816683,..,98.22503591,..,..,..
India,IND,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,2.79853E+11,4.12442E+11,8.15179E+11,1.06345E+12,1.02594E+12,1.17989E+12,1.45253E+12,1.56288E+12,1.57242E+12,1.59846E+12,..,..
India,IND,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,321.4479545,391.5037643,701.4773784,901.4698262,857.0418419,971.7566694,1179.97325,1252.866174,1244.405534,1249.288483,..,..
India,IND,"Adjusted net savings, including particulate emission damage (current US$)",NY.ADJ.SVNG.CD,28769156061,..,..,..,..,..,3.61787E+11,..,..,..,..,..
India,IND,Adjusted savings: consumption of fixed capital (current US$),NY.ADJ.DKAP.CD,30655810973,45845246667,92534050147,1.20371E+11,1.23512E+11,1.36672E+11,1.67122E+11,1.79488E+11,1.79429E+11,1.82711E+11,..,..
India,IND,Age dependency ratio (% of working-age population),SP.POP.DPND,71.71126199,64.30950535,59.44279972,58.69540246,57.92277683,57.11481878,56.26853204,55.5326692,54.73407544,53.91608486,53.14193951,..
India,IND,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,..,..,33.56670167,34.33717844,34.65955884,35.1161072,35.18933683,..,..,..,..,..
India,IND,Agricultural land (sq. km),AG.LND.AGRI.K2,1814130,1809750,1799730,1797090,1797080,1799630,1797590,1797990,1793000,..,..,..
India,IND,Agricultural land (% of land area),AG.LND.AGRI.ZS,61.01628218,60.86896566,60.50941918,60.4132262,60.45930465,60.56390611,60.39674558,60.43172485,60.30559769,..,..,..
India,IND,"Agriculture, value added (current US$)",NV.AGR.TOTL.CD,85996060618,1.00821E+11,1.59777E+11,2.07775E+11,2.05073E+11,2.28379E+11,2.89645E+11,3.12949E+11,3.06016E+11,3.0871E+11,3.23792E+11,..
India,IND,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,..,..,2.760565703,3.406101566,4.325754367,5.362039667,7.344806283,8.951387223,11.12891501,13.27492175,..,..
India,IND,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,..,..,..,1083,..,..,..,..,1083,..,1083,..
India,IND,"Average working hours of children, study and work, ages 7-14 (hours per week)",SL.TLF.0714.SW.TM,..,..,..,..,..,..,..,..,..,..,..,..
India,IND,Bank capital to assets ratio (%),FB.BNK.CAPA.ZS,..,5.7,6.6,6.4,7.3,7,7.1,6.7,6.969712806,6.923103346,7.087947358,..
India,IND,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,30.69,25.622,22.779,22.335,21.937,21.589,21.281,20.999,20.723,20.438,..,..
India,IND,"Children in employment, total (% of children ages 7-14)",SL.TLF.0714.ZS,..,5.2,15.3,..,..,..,2.5,..,1.7,..,..,..
India,IND,Combustible renewables and waste (% of total energy),EG.USE.CRNW.ZS,42.18031203,32.6060787,28.69155346,27.60164322,26.88472144,24.89992536,24.51358055,24.08991001,23.45974325,..,..,..
India,IND,"Commercial banks and other lending (PPG + PNG) (NFL, current US$)",DT.NFL.PCBO.CD,1457247000,-1406987000,13561431000,20668662000,10356932000,10635852000,8651838000,18106654000,22788251000,39533557000,..,..
India,IND,"Commercial bank branches (per 100,000 adults)",FB.CBK.BRCH.P5,..,..,8.995085875,9.114917912,9.430452843,9.731418279,10.17960003,10.64762617,11.30148475,12.15665606,..,..
India,IND,Compensation of employees (current LCU),GC.XPN.COMP.CN,99700000000,3.3864E+11,4.9343E+11,5.2837E+11,8.1592E+11,1.14088E+12,1.11912E+12,1.11912E+12,1.38682E+12,..,..,..
India,IND,Consumer price index (2010 = 100),FP.CPI.TOTL,22.87406337,54.16086952,69.87366237,74.32461239,80.53206759,89.29185556,100,108.8578453,118.9951729,131.9747419,140.3593541,..
India,IND,Cost to export (US$ per container),IC.EXP.COST.CD,..,..,814,770,895,895,1005,1045,1070,1332,1332,..
India,IND,Cost to import (US$ per container),IC.IMP.COST.CD,..,..,1324,990,1040,1040,1105,1150,1200,1462,1462,..
India,IND,Coverage (%) - All Labor Market,per_lm_alllm.cov_pop_tot,..,..,..,..,..,4.439384156,..,..,..,..,..,..
India,IND,Crop production index (2004-2006 = 100),AG.PRD.CROP.XD,72.74,92.28,106.06,116.42,117.5,112.94,125.15,134.36,136.49,141.87,..,..
India,IND,Current account balance (% of GDP),BN.CAB.XOKA.GD.ZS,..,..,-0.979759353,-0.651949616,-2.530190453,-1.917898276,-3.190938826,-3.405444229,-4.993567468,-2.643996467,-1.513803844,..
India,IND,Deposit interest rate (%),FR.INR.DPST,..,..,..,..,..,..,..,..,..,..,..,..
India,IND,Employment in agriculture (% of total employment),SL.AGR.EMPL.ZS,..,59.90000153,..,..,..,..,51.09999847,..,47.20000076,..,..,..
India,IND,Employment in industry (% of total employment),SL.IND.EMPL.ZS,..,16,..,..,..,..,22.39999962,..,24.70000076,..,..,..
India,IND,"Employment in services, female (% of female employment)",SL.SRV.EMPL.FE.ZS,..,13.69999981,..,..,..,..,17,..,19.5,..,..,..
India,IND,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,15.2173514,15.14480908,15.04773577,14.98731855,16.87299029,16.56203421,16.1877886,14.26714624,16.09460483,..,..,..
India,IND,Final consumption expenditure (constant 2005 US$),NE.CON.TOTL.KD,2.76717E+11,4.44841E+11,6.21602E+11,6.79977E+11,7.32256E+11,7.93689E+11,8.58855E+11,9.35061E+11,9.80734E+11,1.04463E+12,1.12352E+12,..
India,IND,Final consumption expenditure (constant LCU),NE.CON.TOTL.KN,1.7987E+13,2.89153E+13,4.04051E+13,4.41996E+13,4.75978E+13,5.1591E+13,5.58269E+13,6.07804E+13,6.37492E+13,6.79025E+13,7.30306E+13,..
India,IND,Final consumption expenditure (current US$),NE.CON.TOTL.CD,2.60776E+11,3.67745E+11,6.45343E+11,8.33008E+11,8.40251E+11,9.44007E+11,1.15237E+12,1.26338E+12,1.27789E+12,1.32098E+12,1.49116E+12,..
India,IND,Final consumption expenditure (current LCU),NE.CON.TOTL.CN,4.68054E+12,1.68006E+13,2.92014E+13,3.35375E+13,3.86462E+13,4.47872E+13,5.25046E+13,6.07804E+13,6.96824E+13,8.04953E+13,9.12902E+13,..
India,IND,"Final consumption expenditure, etc. (current US$)",NE.CON.TETC.CD,2.49746E+11,3.65922E+11,6.38634E+11,8.17296E+11,8.51257E+11,9.43209E+11,1.15901E+12,1.23984E+12,1.28953E+12,1.3114E+12,1.46728E+12,..
India,IND,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,15.57771591,12.79001305,8.556245161,9.188044021,9.945652869,7.983044304,8.257894978,8.968366134,10.54309528,11.19488098,11.4182543,..
India,IND,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,3.238412109,4.662568059,3.042741665,3.420520282,2.492371879,4.21172291,3.951091965,3.741041478,4.048245884,3.89521493,4.458509339,..
India,IND,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.072469134,0.752024446,2.110290315,2.036631774,3.545983252,2.605984789,1.603602253,1.988145077,1.30996436,1.512139158,1.664846798,..
India,IND,"Foreign direct investment, net outflows (% of GDP)",BM.KLT.DINV.GD.ZS,..,..,1.478936394,1.374515487,1.573120933,1.178842832,0.934649321,0.686779354,0.466935472,0.094797898,0.471262557,..
India,IND,"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,..,..,-5992285935,-8201628958,-24149749830,-19485789183,-11428785746,-23890659988,-15442447343,-26388082470,-24670221289,..
India,IND,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1146.026346,1998.488645,3172.707484,3523.03946,3677.719926,3963.22682,4362.848814,4685.863732,4948.330378,5301.793938,5707.653864,..
India,IND,General government final consumption expenditure (current US$),NE.CON.GOVT.CD,38735827506,59843846811,98007049802,1.27425E+11,1.33787E+11,1.6254E+11,1.95367E+11,2.05203E+11,2.00467E+11,2.09641E+11,2.42769E+11,..
India,IND,GINI index (World Bank estimate),SI.POV.GINI,..,..,..,..,..,33.9,..,33.60168037,..,..,..,..
India,IND,Gross domestic income (constant LCU),NY.GDY.TOTL.KN,2.31548E+13,4.04189E+13,6.00479E+13,6.5956E+13,6.92956E+13,7.49068E+13,8.29837E+13,8.83201E+13,9.25249E+13,9.82706E+13,1.0565E+14,..
India,IND,Gross domestic savings (% of GDP),NY.GDS.TOTL.ZS,23.53335089,23.22391894,32.71284486,34.0197819,30.45840933,30.91925015,32.16069804,32.46385726,29.60251752,29.56261849,29.01049348,..
India,IND,Gross savings (% of GDP),NY.GNS.ICTR.ZS,23.11487833,24.99863968,34.96458235,36.60709568,33.85636067,33.9040073,34.15985384,34.87389584,32.0057547,31.81089104,..,..
India,IND,Gross savings (% of GNI),NY.GNS.ICTR.GN.ZS,23.41626348,25.26238842,35.23726113,36.75828324,34.05550755,34.10406736,34.52266916,35.17990324,32.38431755,32.20802295,..,..
India,IND,Household final consumption expenditure (current US$),NE.CON.PRVT.CD,2.2204E+11,3.07901E+11,5.47336E+11,7.05583E+11,7.06464E+11,7.81466E+11,9.57004E+11,1.05817E+12,1.07743E+12,1.11134E+12,1.24839E+12,..
India,IND,"Household final consumption expenditure, etc. (current US$)",NE.CON.PETC.CD,2.1101E+11,3.06078E+11,5.40627E+11,6.89872E+11,7.1747E+11,7.80669E+11,9.63639E+11,1.03464E+12,1.08906E+12,1.10176E+12,1.22451E+12,..
India,IND,Income share held by fourth 20%,SI.DST.04TH.20,..,..,..,..,..,20.82,..,..,..,..,..,..
India,IND,Income share held by highest 10%,SI.DST.10TH.10,..,..,..,..,..,28.79,..,..,..,..,..,..
India,IND,Income share held by highest 20%,SI.DST.05TH.20,..,..,..,..,..,42.81,..,..,..,..,..,..
India,IND,Income share held by lowest 10%,SI.DST.FRST.10,..,..,..,..,..,3.69,..,..,..,..,..,..
India,IND,Income share held by second 20%,SI.DST.02ND.20,..,..,..,..,..,12.14,..,..,..,..,..,..
India,IND,Income share held by third 20%,SI.DST.03RD.20,..,..,..,..,..,15.69,..,..,..,..,..,..
India,IND,"Industry, value added (current US$)",NV.IND.TOTL.CD,78499489177,1.13863E+11,2.5198E+11,3.30414E+11,3.26188E+11,3.57433E+11,4.32036E+11,5.64019E+11,5.41833E+11,5.28415E+11,5.73847E+11,..
India,IND,Merchandise imports (current US$),TM.VAL.MRCH.CD.WT,23580000000,51523000000,1.7841E+11,2.2937E+11,3.21032E+11,2.57202E+11,3.50233E+11,4.64462E+11,4.89694E+11,4.65397E+11,4.60412E+11,..
Vietnam,VNM,"Population, total",SP.POP.TOTL,66016700,77630900,83311200,84218500,85118700,86025000,86932500,87840000,88772900,89708900,90730000,..
Vietnam,VNM,Surface area (sq. km),AG.SRF.TOTL.K2,331030,329240,331212,331212,331051,331051,330957,330951,330951,330951,330951,..
Vietnam,VNM,Population density (people per sq. km of land area),EN.POP.DNST,202.8225137,249.5688935,268.6851356,271.6112491,274.5144645,277.4373529,280.3641113,283.2908698,286.2995453,289.3182185,292.6113458,..
Vietnam,VNM,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,8528434508,30980382170,62954907934,71581154273,84934003165,96710311373,1.10302E+11,1.22033E+11,1.38087E+11,1.56399E+11,1.71905E+11,..
Vietnam,VNM,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,130,400,760,850,1000,1120,1270,1390,1560,1740,1890,..
Vietnam,VNM,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,59973915172,1.60879E+11,2.75842E+11,3.01341E+11,3.24076E+11,3.39438E+11,3.67548E+11,3.96482E+11,4.26102E+11,4.54976E+11,4.85179E+11,..
Vietnam,VNM,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,910,2070,3310,3580,3810,3950,4230,4510,4800,5070,5350,..
Vietnam,VNM,Income share held by lowest 20%,SI.DST.FRST.20,..,..,7.16,..,7.42,..,6.49,..,7.03,..,..,..
Vietnam,VNM,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,3.558,1.983,1.889,1.877,1.862,1.843,1.82,1.794,1.768,1.743,..,..
Vietnam,VNM,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,30.9624,28.6456,30.2188,30.796,31.849,32.902,33.955,35.008,36.061,37.0902,38.1194,..
Vietnam,VNM,Contraceptive prevalence (% of women ages 15-49),SP.DYN.CONU.ZS,..,74.2,75.7,79,79.5,..,..,77.8,..,..,..,..
Vietnam,VNM,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,..,69.6,87.7,..,..,..,..,92.9,..,..,..,..
Vietnam,VNM,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,50.8,33.8,27.7,26.9,26.2,25.5,24.8,24.2,23.5,22.9,22.3,21.7
Vietnam,VNM,"School enrollment, primary (% gross)",SE.PRM.ENRR,103.4177,107.1586685,98.54721832,100.8535309,102.8160324,102.8165131,104.9138489,104.9979095,104.6843414,104.9187927,..,..
Vietnam,VNM,"School enrollment, secondary (% gross)",SE.SEC.ENRR,34.42979,..,..,..,..,..,..,..,..,..,..,..
Vietnam,VNM,Forest area (sq. km),AG.LND.FRST.K2,93630,117250,132210,133650,135090,136530,137970,139410,140850,..,..,..
Vietnam,VNM,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,3.00052835,4.033759535,4.573977399,4.573977399,4.573977399,4.573978781,4.707438407,..,4.718974627,..,..,..
Vietnam,VNM,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,..,..,..,22.82415136,..,..,..,..,..,22.82415136,..,..
Vietnam,VNM,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,270.6291438,370.1625126,509.8329636,543.5511319,575.4816392,621.3318803,677.6743911,692.4411202,730.5718862,..,..,..
