date,exdate,cp_flag,strike_price,best_bid,best_offer,impl_volatility,optionid
20040105,20040320,C,1250000,0.85,1.35,0.137065,21163584
20040105,20040320,C,1200000,4.3,5.1,0.136348,21162903
20040105,20040619,C,1250000,5.4,5.8,0.133462,20752201
20040105,20040619,C,1200000,13.4,15,0.138304,20752200
20040105,20040918,C,1250000,10.8,12.4,0.135246,21181426
20040105,20040918,C,1200000,22.3,24.3,0.141045,21181427
20040105,20041218,C,1245000,18.9,20.5,0.13923,21248958
20040105,20041218,C,1250000,17.3,18.9,0.137261,21410187
20040105,20041218,C,1200000,31.6,33.6,0.145055,21413759
20040105,20040117,P,1250000,128,130,0.367331,21209073
20040105,20040117,P,1200000,78.1,80.1,0.255655,21209074
20040105,20040221,P,1225000,104.4,106.4,0.168648,21271726
20040105,20040221,P,1250000,128.8,130.8,0.185003,21239399
20040105,20040221,P,1200000,80.5,82.5,0.153691,21239400
20040105,20040320,P,1250000,130,132,0.161127,21163585
20040105,20040320,P,1200000,83.7,85.7,0.147698,21162904
20040105,20040619,P,1250000,135.3,137.3,0.143902,20752209
20040105,20040619,P,1200000,93.9,95.9,0.144037,20752208
20040105,20040918,P,1250000,141.2,143.2,0.141607,21181428
20040105,20040918,P,1200000,103.3,105.3,0.14572,21181429
20040105,20041218,P,1245000,143.3,145.3,0.144381,21248961
20040105,20041218,P,1250000,146.7,148.7,0.142774,21347165
20040105,20041218,P,1200000,111.8,113.8,0.14938,21406681
20040105,20050618,C,700000,416.6,420.6,,21122078
20040105,20050618,C,600000,511,515,,21122079
20040105,20050618,C,925000,218.3,222.3,0.192034,21095016
20040105,20050618,C,850000,281.5,285.5,0.207097,21095517
20040105,20050618,C,750000,370.6,374.6,0.225307,21095518
20040105,20050618,C,800000,325.2,329.2,0.215048,21095017
20040105,20050618,C,975000,178.7,182.7,0.181972,21095018
20040105,20050618,C,995000,163.6,167.6,0.178048,21095519
20040105,20050618,C,900000,238.7,242.7,0.196341,21095019
20040105,20050618,C,950000,198,202,0.186427,21095520
20040105,20050618,C,500000,606.6,610.6,,21122080
20040105,20051217,C,700000,421.4,425.4,0.224207,21271685
20040105,20051217,C,930000,227.6,231.6,0.188716,21272279
20040105,20051217,C,850000,291.3,295.3,0.200831,21271686
20040105,20051217,C,750000,376.9,380.9,0.216712,21271687
20040105,20051217,C,800000,333.5,337.5,0.209049,21271688
20040105,20051217,C,995000,178.3,182.3,0.17568,21271689
20040105,20051217,C,900000,249.8,253.8,0.190225,21271690
20040105,20051217,C,950000,211.4,215.4,0.183174,21271691
20040105,20050618,P,700000,5.2,7.2,0.249243,21122081
20040105,20050618,P,600000,2.65,3.8,0.280347,21122082
20040105,20050618,P,925000,24.9,28.9,0.197234,21095020
20040105,20050618,P,850000,15.5,18.7,0.214229,21095521
20040105,20050618,P,750000,7.8,9.8,0.236961,21095522
20040105,20050618,P,800000,10.5,13.7,0.224114,21095021
20040105,20050618,P,975000,34,38,0.186421,21095022
20040105,20050618,P,995000,38.5,42.5,0.182551,21095523
20040105,20050618,P,900000,21,25,0.202205,21095023
20040105,20050618,P,950000,29,33,0.191363,21095524
20040105,20050618,P,500000,0.95,1.15,0.297931,21122083
20040105,20051217,P,700000,8.3,10.3,0.239304,21271692
20040105,20051217,P,930000,33.7,37.7,0.194278,21272280
20040105,20051217,P,850000,22.5,24.8,0.210885,21271693
20040105,20051217,P,750000,11,14.2,0.227961,21271694
20040105,20051217,P,800000,15.5,18.7,0.218027,21271695
20040105,20051217,P,995000,46.7,50.7,0.180486,21271696
20040105,20051217,P,900000,29.5,31.1,0.199427,21271697
20040105,20051217,P,950000,36.6,40.6,0.18833,21271698
20040105,20040117,C,1005000,115.4,117.4,,21214527
20040105,20040117,C,1015000,105.5,107.5,,21273950
20040105,20040117,C,1025000,95.6,97.6,,21208485
20040105,20040117,C,1035000,85.8,87.8,,21220655
20040105,20040117,C,1040000,80.9,82.9,,21245832
20040105,20040117,C,1045000,76.1,78.1,,21222906
20040105,20040117,C,1050000,71.1,73.1,,21208486
20040105,20040117,C,1055000,66.3,68.3,0.184438,21216222
20040105,20040117,C,1060000,61.4,63.4,0.181397,21216223
20040105,20040117,C,1065000,56.7,58.7,0.188434,21216224
20040105,20040117,C,1070000,51.9,53.9,0.18454,21248288
20040105,20040117,C,1075000,47.2,49.2,0.182272,21208487
20040105,20040117,C,1080000,42.5,44.5,0.177155,21224882
20040105,20040117,C,1085000,38,40,0.175316,21266375
20040105,20040117,C,1090000,33.5,35.5,0.170243,21224883
20040105,20040117,C,1095000,29.1,31.1,0.164614,21247794
20040105,20040221,C,1005000,117.3,119.3,0.201071,21238879
20040105,20040221,C,1010000,112.6,114.6,0.20002,21266376
20040105,20040221,C,1020000,103.2,105.2,0.195884,21266377
20040105,20040221,C,1025000,98.5,100.5,0.192982,21238880
20040105,20040221,C,1050000,75.7,77.7,0.180202,21238881
20040105,20040221,C,1075000,54.4,56.4,0.167844,21238882
20040105,20040221,C,1085000,46.5,48.5,0.163123,21266378
20040105,20040221,C,1090000,42.8,44.8,0.161426,21248952
20040105,20040320,C,1005000,120.5,122.5,0.206206,21072215
20040105,20040320,C,1025000,102.3,104.3,0.195258,21001430
20040105,20040320,C,1030000,97.7,99.7,0.191376,21248694
20040105,20040320,C,1050000,80.6,82.6,0.183039,21001431
20040105,20040320,C,1060000,72.2,74.2,0.177569,21247000
20040105,20040320,C,1070000,63.9,65.9,0.171202,21247612
20040105,20040320,C,1075000,60.1,62.1,0.169535,21001432
20040105,20040320,C,1085000,52.5,54.5,0.164699,21266379
20040105,20040619,C,1005000,128.2,130.2,0.189685,21095024
20040105,20040619,C,1025000,111.7,113.7,0.183561,21058476
20040105,20040619,C,1050000,91.9,93.9,0.175193,20752197
20040105,20040619,C,1075000,73.6,75.6,0.167552,21073768
20040105,20040619,C,1085000,66.5,68.5,0.163732,21266380
20040105,20040918,C,1005000,136.5,138.5,0.187179,21180944
20040105,20040918,C,1025000,120.5,122.5,0.180626,21185820
20040105,20040918,C,1050000,101.5,103.5,0.172936,21180945
20040105,20040918,C,1075000,84,86,0.166351,21180946
20040105,20040918,C,1085000,77.3,79.3,0.16353,21266381
20040105,20041218,C,1005000,143.4,145.4,0.182246,21074388
20040105,20041218,C,1025000,128,130,0.176709,21072291
20040105,20041218,C,1035000,120.8,122.8,0.17474,21248957
20040105,20041218,C,1050000,110,112,0.170979,21383606
20040105,20041218,C,1075000,93.4,95.4,0.166099,21189774
20040105,20040117,P,1005000,0.5,0.7,0.343087,21214529
20040105,20040117,P,1015000,0.4,0.8,0.316896,21273951
20040105,20040117,P,1025000,0.6,0.75,0.29667,21208488
20040105,20040117,P,1035000,0.6,0.8,0.271772,21220656
20040105,20040117,P,1040000,0.7,1,0.267947,21245833
20040105,20040117,P,1045000,0.85,1.35,0.267695,21222907
20040105,20040117,P,1050000,0.95,1.45,0.258057,21208489
20040105,20040117,P,1055000,1.1,1.6,0.249914,21216225
20040105,20040117,P,1060000,1.2,1.65,0.237892,21216226
20040105,20040117,P,1065000,1.5,1.95,0.233452,21216227
20040105,20040117,P,1070000,1.7,2.2,0.224808,21248289
20040105,20040117,P,1075000,1.95,2.3,0.213571,21208490
20040105,20040117,P,1080000,2.15,2.95,0.20797,21224884
20040105,20040117,P,1085000,2.7,3.3,0.200921,21266382
20040105,20040117,P,1090000,3.2,3.6,0.190921,21224885
20040105,20040117,P,1095000,3.7,4.5,0.184995,21247795
20040105,20040221,P,1005000,2.85,3.6,0.226368,21238883
20040105,20040221,P,1010000,3.1,3.9,0.223113,21266383
20040105,20040221,P,1020000,3.6,4.4,0.214738,21266384
20040105,20040221,P,1025000,4,4.8,0.212184,21238884
20040105,20040221,P,1050000,6.5,7.1,0.196741,21238885
20040105,20040221,P,1075000,9.6,10.6,0.177514,21238886
20040105,20040221,P,1085000,11.2,12.8,0.170554,21266385
20040105,20040221,P,1090000,12.5,14.1,0.168611,21248953
20040105,20040320,P,1005000,6.5,7.2,0.218685,21072217
20040105,20040320,P,1025000,8.6,9,0.207411,21001433
20040105,20040320,P,1030000,8.5,9.5,0.201567,21248695
20040105,20040320,P,1050000,11.2,11.8,0.189182,21001434
20040105,20040320,P,1060000,12.6,14.2,0.185379,21247001
20040105,20040320,P,1070000,14.2,15.8,0.178052,21247613
20040105,20040320,P,1075000,15.4,17,0.176229,21001435
20040105,20040320,P,1085000,17.8,19.4,0.171152,21266386
20040105,20040619,P,1005000,14.9,16.5,0.195044,21095028
20040105,20040619,P,1025000,18.2,19.8,0.187966,21058477
20040105,20040619,P,1050000,23.1,25.1,0.179269,20752205
20040105,20040619,P,1075000,29.7,31.7,0.171409,21073769
20040105,20040619,P,1085000,32.5,34.5,0.167323,21266387
20040105,20040918,P,1005000,24.1,26.1,0.191856,21180948
20040105,20040918,P,1025000,27.9,29.9,0.184917,21185821
20040105,20040918,P,1050000,33.7,35.7,0.176987,21180949
20040105,20040918,P,1075000,41,42.9,0.170093,21180950
20040105,20040918,P,1085000,44.1,46.1,0.167035,21266388
20040105,20041218,P,1005000,31.1,33.1,0.186654,21074390
20040105,20041218,P,1025000,35.4,37.4,0.180792,21072292
20040105,20041218,P,1035000,38.1,40.1,0.178811,21248960
20040105,20041218,P,1050000,42.1,44.1,0.174918,21378478
20040105,20041218,P,1075000,50.2,52.2,0.169951,21189775
20040105,20040117,C,1110000,17.9,19,0.155148,21238887
20040105,20040117,C,1115000,14.1,15.7,0.149224,21244927
20040105,20040117,C,1120000,11.4,13,0.150596,21244928
20040105,20040117,C,1125000,8.9,9.9,0.14575,21208491
20040105,20040117,C,1130000,6.6,7.6,0.142639,21272281
20040105,20040117,C,1135000,4.9,5.7,0.14136,21272703
20040105,20040117,C,1140000,3.4,4.2,0.139312,21271699
20040105,20040117,C,1150000,1.75,2.25,0.141244,21208492
20040105,20040117,C,1155000,1.2,1.7,0.143222,21271700
20040105,20040117,C,1160000,0.9,1.2,0.145505,21266389
20040105,20040117,C,1165000,0.7,0.95,0.150723,21272704
20040105,20040117,C,1175000,0.45,0.55,0.159841,21208493
20040105,20040117,C,1100000,25,27,0.161681,21208494
20040105,20040221,C,1115000,26,27.5,0.149265,21247796
20040105,20040221,C,1125000,20.4,22.4,0.146984,21238888
20040105,20040221,C,1140000,13.7,15.3,0.142469,21271701
20040105,20040221,C,1150000,10.1,11,0.137813,21238889
20040105,20040221,C,1175000,4.3,4.7,0.133185,21238890
20040105,20040221,C,1100000,35.3,37.3,0.154729,21238891
20040105,20040320,C,1110000,36,38,0.156809,21134559
20040105,20040320,C,1125000,27.7,29.7,0.153051,21001436
20040105,20040320,C,1150000,16.3,17.4,0.143519,21001437
20040105,20040320,C,1175000,8.6,9.6,0.137987,21001438
20040105,20040320,C,1100000,42.6,44.6,0.161699,21001439
20040105,20040619,C,1125000,43,44,0.153642,21218189
20040105,20040619,C,1150000,30.2,32.2,0.147336,20752203
20040105,20040619,C,1175000,20.6,22,0.141596,21101662
20040105,20040619,C,1100000,56.9,58.9,0.159891,20752199
20040105,20040918,C,1125000,54.2,56.2,0.155884,21180952
20040105,20040918,C,1150000,41.5,43.5,0.150044,21180953
20040105,20040918,C,1175000,30.9,32.9,0.145178,21244292
20040105,20040918,C,1100000,68.2,70.2,0.160752,21180954
20040105,20041218,C,1125000,63.6,65.6,0.155606,21186902
20040105,20041218,C,1150000,51.4,53.4,0.151879,21372819
20040105,20040117,C,925000,195,197,,21208899
20040105,20040117,C,935000,185,187,,21245834
20040105,20040117,C,950000,170.1,172.1,,21208900
20040105,20040117,C,960000,160.1,162.1,,21247002
20040105,20040117,C,975000,145.2,147.2,,21208901
20040105,20040117,C,980000,140.2,142.2,,21247003
20040105,20040117,C,990000,130.3,132.3,,21220657
20040105,20040117,C,995000,125.4,127.4,,21213831
20040105,20041218,C,1100000,77.7,79.7,0.160497,21367463
20040105,20040117,C,900000,219.9,221.9,,21208902
20040105,20040221,C,925000,195.1,197.1,,21239233
20040105,20040221,C,935000,185.3,187.3,,21245835
20040105,20040117,P,1110000,6.9,7.2,0.164715,21238894
20040105,20040117,P,1115000,8.4,9.4,0.163872,21244929
20040105,20040117,P,1120000,10.4,11.5,0.161454,21244930
20040105,20040117,P,1125000,12.6,13,0.151892,21208495
20040105,20040117,P,1130000,15.3,16.9,0.157412,21272282
20040105,20040221,C,950000,170.6,172.6,,21239234
20040105,20040221,C,975000,146.5,148.5,0.222243,21239235
20040105,20040117,P,1135000,18.5,20.1,0.157155,21272705
20040105,20040117,P,1140000,21.9,23.9,0.158404,21271702
20040105,20040117,P,1150000,30,32,0.164011,21208496
20040105,20040221,C,995000,126.9,128.9,0.205891,21239236
20040105,20040221,C,900000,219.8,221.8,,21239237
20040105,20040320,C,925000,195.9,197.9,,21001768
20040105,20040320,C,950000,171.8,173.8,0.223048,21001769
20040105,20040320,C,960000,162.3,164.3,0.220859,21218785
20040105,20040320,C,975000,148,150,0.214015,21001770
20040105,20040117,P,1155000,34.5,36.5,0.17081,21271703
20040105,20040117,P,1160000,39.2,41.2,0.18016,21266390
20040105,20040117,P,1165000,43.5,45.5,0.176447,21272706
20040105,20040117,P,1175000,53.3,55.3,0.198343,21208497
20040105,20040320,C,995000,129.6,131.6,0.209659,21061108
20040105,20040320,C,900000,220.4,222.4,,21001771
20040105,20040117,P,1100000,4.7,4.8,0.175651,21208498
20040105,20040221,P,1115000,20.5,21.5,0.154216,21247797
20040105,20040221,P,1125000,25,26.9,0.153897,21238895
20040105,20040619,C,925000,199.7,201.7,0.218137,20761392
20040105,20040619,C,950000,176.8,178.8,0.209756,20752175
20040105,20040221,P,1140000,33,35,0.14949,21271704
20040105,20040221,P,1150000,39.1,41.1,0.145815,21238896
20040105,20040619,C,975000,154.4,156.4,0.201128,20727570
20040105,20040619,C,995000,136.6,138.6,0.192316,20752173
20040105,20040221,P,1175000,57.9,59.9,0.143116,21238897
20040105,20040221,P,1100000,15.4,16.6,0.162925,21238898
20040105,20040619,C,900000,223.2,225.2,0.22833,20752174
20040105,20040918,C,925000,204,206,0.208172,21186898
20040105,20040918,C,950000,181.8,183.8,0.199845,21181320
20040105,20040918,C,975000,160.4,162.4,0.192686,21189772
20040105,20040320,P,1110000,26,28,0.162456,21134560
20040105,20040320,P,1125000,32.7,33.5,0.155781,21001440
20040105,20040918,C,995000,143.8,145.8,0.187044,21186899
20040105,20040918,C,900000,226.2,228.2,0.213755,21181321
20040105,20041218,C,925000,208.3,210.3,0.199579,21370623
20040105,20041218,C,950000,187,189,0.193185,21359021
20040105,20041218,C,975000,166.3,168.3,0.18682,21063956
20040105,20041218,C,995000,150.3,152.3,0.181948,21353609
20040105,20040320,P,1150000,46,48,0.150738,21001441
20040105,20040320,P,1175000,63,65,0.145471,21001442
20040105,20040320,P,1100000,22.8,24.6,0.167908,21001443
20040105,20041218,C,900000,230.5,232.5,0.207816,21395144
20040105,20040117,P,925000,0.05,0.25,0.464086,21208903
20040105,20040117,P,935000,0.05,0.25,0.440842,21245836
20040105,20040117,P,950000,0.2,0.25,0.426553,21208904
20040105,20040117,P,960000,0.05,0.35,0.396848,21247004
20040105,20040117,P,975000,0.3,0.35,0.385582,21208905
20040105,20040117,P,980000,0.05,0.5,0.364908,21247005
20040105,20040117,P,990000,0.15,0.65,0.359404,21220658
20040105,20040117,P,995000,0.2,0.5,0.340217,21213832
20040105,20040117,P,900000,0.05,0.15,0.500602,21208906
20040105,20040221,P,925000,1.1,1.35,0.292377,21239239
20040105,20040221,P,935000,1.05,1.55,0.281444,21245837
20040105,20040221,P,950000,1.5,1.85,0.273129,21239240
20040105,20040221,P,975000,2.2,2.8,0.258113,21239241
20040105,20040221,P,995000,2.7,3.2,0.236929,21239242
20040105,20040221,P,900000,0.6,1.1,0.308682,21239243
20040105,20040320,P,925000,2.7,3,0.269064,21001772
20040105,20040320,P,950000,3.3,3.9,0.251387,21001773
20040105,20040320,P,960000,3.6,4.4,0.244877,21218787
20040105,20040320,P,975000,4.2,4.7,0.231873,21001774
20040105,20040320,P,995000,5.4,6.4,0.222679,21061111
20040105,20040320,P,900000,1.95,2.45,0.284984,21001775
20040105,20040619,P,925000,7.2,8.2,0.227483,20761394
20040105,20040619,P,1125000,48.2,50.2,0.156776,21218190
20040105,20040619,P,1150000,60.9,62.9,0.151024,20752211
20040105,20040619,P,950000,9.1,10.1,0.217201,20752181
20040105,20040619,P,975000,11.2,12.8,0.207103,20727573
20040105,20040619,P,995000,13.4,15,0.198247,20752179
20040105,20040619,P,900000,5.7,6.7,0.238029,20752180
20040105,20040918,P,925000,12.5,14.1,0.214856,21186900
20040105,20040918,P,950000,15.1,16.7,0.205884,21181323
20040105,20040918,P,975000,18.4,20,0.197745,21189773
20040105,20040918,P,995000,21.4,23.4,0.191609,21186901
20040105,20040918,P,900000,10.1,11.7,0.222541,21181324
20040105,20041218,P,925000,17.3,18.9,0.205647,21361407
20040105,20041218,P,950000,20.4,22.4,0.198427,21354035
20040105,20041218,P,975000,24.4,26.4,0.191711,21063957
20040105,20040619,P,1175000,76.1,78.1,0.146471,21101663
20040105,20040619,P,1100000,38,39.8,0.163652,20752207
20040105,20040918,P,1125000,60.6,62.6,0.159166,21180956
20040105,20040918,P,1150000,72.7,74.7,0.15345,21180957
20040105,20040918,P,1175000,86.9,88.9,0.148832,21244293
20040105,20040918,P,1100000,49.8,51.8,0.164007,21180958
20040105,20041218,P,995000,28.2,30.2,0.186725,21350412
20040105,20041218,P,900000,14.8,15.4,0.212085,21395361
20040105,20041218,P,1125000,69.7,71.7,0.159248,21186903
20040105,20041218,P,1150000,82.1,84.1,0.155415,21347491
20040105,20050618,C,1400000,6.4,8.4,0.13157,21095094
20040105,20050618,C,1125000,79.8,83.8,0.155449,21274347
20040105,20041218,P,1100000,59.1,61,0.163969,21386572
20040105,20050618,C,1050000,124.3,128.3,0.166758,21507379
20040105,20050618,C,1075000,108.5,112.5,0.163084,21248704
20040105,20050618,C,1100000,93.6,97.6,0.159219,21095096
20040105,20050618,C,1200000,45.5,49.5,0.144791,21095097
20040105,20050618,C,1250000,29.1,33.1,0.139113,21105947
20040105,20050618,C,1300000,17.7,20.9,0.134244,21095098
20040105,20050618,C,1025000,141.5,145.5,0.17146,21095099
20040105,20050618,C,1150000,67.1,71.1,0.151673,21243878
20040105,20050618,C,1005000,156.3,160.3,0.176276,21074387
20040105,20051217,C,1400000,11.5,14.7,0.129297,21271707
20040105,20051217,C,1125000,96.7,100.7,0.156272,21274348
20040105,20051217,C,1325000,23.5,27.5,0.135071,21272291
20040105,20051217,C,1050000,140.8,144.8,0.166734,21271708
20040105,20051217,C,1350000,19.1,22.3,0.133197,21271709
20040105,20051217,C,1100000,110.8,114.8,0.160195,21271710
